原料类型,霉变情况,来源情况,预估等级,茶渣_储存时间,果渣_褐变情况,原料是否匹配,等级是否匹配,路线_推荐强度,路线_风险等级,路线_首选目标,路线_适用原料类,路线_适用等级,匹配得分,成本得分,技术得分,碳减排得分,市场得分
花生壳/板栗壳,严重,基本可追溯,差,,,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,6.289010399845722,5,5,5,8
中药残余废弃物,轻度,基本可追溯,优,,,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,4.011221499764929,5,5,5,5
中药残余废弃物,严重,来源不明,优,,,1,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,8.504675827479211,5,5,5,8
豆制品/粮食发酵副产物,轻度,基本可追溯,良,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,6.946727213639081,5,5,8,8
豆制品/粮食发酵副产物,无,明确可追溯,良,,,0,1,高,中,材料主线,花生壳/板栗壳,优/良,6.4530140289610785,5,5,5,8
中药残余废弃物,轻度,明确可追溯,优,,,0,1,高,中,材料主线,花生壳/板栗壳,优/良,6.30679522021177,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,严重,基本可追溯,优,,否,0,1,高,中高,食品支线,葡萄籽,优/良,0.0,5,5,5,8
豆制品/粮食发酵副产物,严重,来源不明,良,,,1,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,9.84666313586299,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,轻度,明确可追溯,差,,是,0,1,高,低,材料主线,茶渣,优/良/差,6.602347634587391,5,5,8,8
豆制品/粮食发酵副产物,无,明确可追溯,良,,,0,0,中,低,无害化兜底,茶渣,差,1.5848252201238955,8,8,8,5
花生壳/板栗壳,严重,来源不明,优,,,0,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,0.12953147845373314,5,5,5,8
茶渣,严重,来源不明,差,否,,0,0,高,中高,食品支线,葡萄籽,优/良,0.07770023748935151,5,5,5,8
豆制品/粮食发酵副产物,严重,基本可追溯,优,,,0,1,中,高,食品支线,茶渣,优,0.0,5,5,2,5
茶渣,轻度,基本可追溯,良,是,,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,3.526201885875373,5,5,5,5
果渣（柑橘/葡萄/猕猴桃等）,无,来源不明,优,,否,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,5.501348070759675,5,5,5,8
茶渣,轻度,明确可追溯,良,否,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,6.380760620377164,5,5,8,5
茶渣,无,基本可追溯,良,否,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,6.063929204864468,5,5,8,5
果渣（柑橘/葡萄/猕猴桃等）,轻度,基本可追溯,差,,是,0,0,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,0.2966434664058306,5,5,5,5
花生壳/板栗壳,严重,来源不明,优,,,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,5.631553321238238,5,5,5,8
茶渣,无,基本可追溯,良,否,,1,0,中,高,食品支线,茶渣,优,4.112199348749638,5,5,2,5
果渣（柑橘/葡萄/猕猴桃等）,严重,来源不明,良,,是,0,1,高,中,材料主线,花生壳/板栗壳,优/良,5.8939355961541935,5,5,5,8
花生壳/板栗壳,严重,来源不明,差,,,1,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,8.502553900687845,8,8,8,5
茶渣,无,基本可追溯,良,是,,0,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,6.051679790838324,5,5,5,8
花生壳/板栗壳,无,基本可追溯,差,,,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,5.931840273758857,8,8,8,5
茶渣,无,明确可追溯,优,否,,1,1,高,低,材料主线,茶渣,优/良/差,10.838626716636355,5,5,8,8
花生壳/板栗壳,轻度,基本可追溯,良,,,1,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,9.094318672403391,8,8,8,5
中药残余废弃物,严重,来源不明,良,,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,5.648818585912386,5,5,8,5
中药残余废弃物,轻度,来源不明,优,,,1,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,9.194282089363275,5,5,5,8
豆制品/粮食发酵副产物,无,明确可追溯,优,,,0,1,中,高,食品支线,茶渣,优,3.2810074708895667,5,5,2,5
花生壳/板栗壳,严重,明确可追溯,良,,,0,1,高,低,材料主线,茶渣,优/良/差,6.553290319123566,5,5,8,8
果渣（柑橘/葡萄/猕猴桃等）,轻度,基本可追溯,差,,否,0,0,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,0.9410348787219095,5,5,5,5
花生壳/板栗壳,严重,基本可追溯,良,,,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,0.0,5,5,5,5
花生壳/板栗壳,轻度,来源不明,优,,,1,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,9.107447263099761,8,8,8,5
中药残余废弃物,无,来源不明,优,,,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,3.8935957908918253,5,5,5,5
果渣（柑橘/葡萄/猕猴桃等）,轻度,来源不明,良,,是,0,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,7.427833123015639,5,5,8,8
豆制品/粮食发酵副产物,无,基本可追溯,差,,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,6.380647866345782,5,5,8,5
茶渣,轻度,明确可追溯,差,否,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,5.273761929490126,5,5,5,8
中药残余废弃物,无,基本可追溯,差,,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,6.361617174014677,5,5,8,5
果渣（柑橘/葡萄/猕猴桃等）,无,基本可追溯,优,,否,1,0,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,6.446268617804483,8,8,8,5
豆制品/粮食发酵副产物,无,基本可追溯,优,,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,4.8354477924764945,5,5,5,8
茶渣,无,基本可追溯,良,否,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,5.576574163324868,5,5,8,5
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,差,,是,0,0,高,中高,食品支线,葡萄籽,优/良,2.0992933997485173,5,5,5,8
花生壳/板栗壳,轻度,来源不明,差,,,0,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,7.081766175000032,5,5,8,8
茶渣,无,来源不明,差,是,,0,0,高,中高,食品支线,葡萄籽,优/良,1.8635791338465766,5,5,5,8
茶渣,严重,基本可追溯,差,否,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,5.633164222469497,5,5,8,5
豆制品/粮食发酵副产物,无,来源不明,良,,,1,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,10.89431922884732,5,5,8,8
茶渣,严重,明确可追溯,差,否,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,6.136637905017688,5,5,8,5
茶渣,严重,基本可追溯,差,是,,1,0,中,高,食品支线,茶渣,优,0.0,5,5,2,5
中药残余废弃物,严重,基本可追溯,差,,,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,6.193866463998184,8,8,8,5
花生壳/板栗壳,无,明确可追溯,优,,,0,1,中,高,食品支线,茶渣,优,3.03720765445581,5,5,2,5
茶渣,无,基本可追溯,差,否,,0,0,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,0.35287470303977475,5,5,5,5
花生壳/板栗壳,轻度,来源不明,优,,,0,1,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,2.6376559438610325,5,5,5,5
茶渣,无,基本可追溯,差,是,,0,0,高,中,材料主线,花生壳/板栗壳,优/良,3.037131740269056,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,严重,来源不明,优,,否,0,1,高,中,材料主线,茶渣,优/良,6.136994093323059,5,5,5,8
豆制品/粮食发酵副产物,严重,基本可追溯,差,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,7.391074593422451,5,5,8,8
豆制品/粮食发酵副产物,轻度,基本可追溯,差,,,0,1,中,低,无害化兜底,茶渣,差,5.396358605772923,8,8,8,5
中药残余废弃物,严重,明确可追溯,优,,,1,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,8.981298802556594,5,5,5,8
茶渣,严重,基本可追溯,差,是,,1,1,中,低,无害化兜底,茶渣,差,9.064646186379465,8,8,8,5
豆制品/粮食发酵副产物,无,基本可追溯,差,,,0,0,高,中高,食品支线,葡萄籽,优/良,2.288754816574354,5,5,5,8
中药残余废弃物,严重,基本可追溯,良,,,1,1,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,7.044273182000698,5,5,5,5
中药残余废弃物,无,来源不明,良,,,0,1,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,6.130248104934034,5,5,5,8
茶渣,严重,来源不明,良,否,,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,6.203410953050123,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,轻度,明确可追溯,优,,否,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,3.665197783714701,5,5,5,5
果渣（柑橘/葡萄/猕猴桃等）,轻度,基本可追溯,优,,否,0,1,中高,低,农用利用/兜底去向,豆腐渣/客家黄酒酒糟,差（优/良也可）,5.587064180869185,8,8,8,5
果渣（柑橘/葡萄/猕猴桃等）,轻度,来源不明,良,,是,1,0,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,5.836320920429037,8,8,8,5
花生壳/板栗壳,轻度,明确可追溯,良,,,1,1,高,中,材料主线,花生壳/板栗壳,优/良,10.41238212439979,5,5,5,8
豆制品/粮食发酵副产物,严重,明确可追溯,差,,,0,1,高,低,材料主线,茶渣,优/良/差,6.582070613191247,5,5,8,8
中药残余废弃物,轻度,基本可追溯,优,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,7.460069237722417,5,5,8,8
中药残余废弃物,严重,来源不明,差,,,0,1,中,低,无害化兜底,茶渣,差,5.452657681354049,8,8,8,5
茶渣,无,基本可追溯,良,否,,0,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,6.826307720875474,5,5,8,8
中药残余废弃物,轻度,基本可追溯,差,,,0,0,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,1.1919827285610145,5,5,5,5
茶渣,轻度,来源不明,差,否,,1,1,高,低,材料主线,茶渣,优/良/差,10.780263789232512,5,5,8,8
花生壳/板栗壳,轻度,基本可追溯,优,,,0,1,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,3.1563031946494484,5,5,5,5
中药残余废弃物,轻度,来源不明,差,,,0,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,4.68570070350483,8,8,8,5
豆制品/粮食发酵副产物,轻度,来源不明,良,,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,4.835716631247377,5,5,5,8
中药残余废弃物,严重,明确可追溯,良,,,0,1,高,中,材料主线,茶渣,优/良,5.566627367747158,5,5,5,8
花生壳/板栗壳,轻度,基本可追溯,差,,,0,0,中,高,食品支线,茶渣,优,0.0,5,5,2,5
茶渣,无,基本可追溯,良,否,,0,1,高,中高,食品支线,葡萄籽,优/良,4.6404863672181405,5,5,5,8
豆制品/粮食发酵副产物,轻度,来源不明,差,,,0,1,高,低,材料主线,茶渣,优/良/差,6.818569017437773,5,5,8,8
茶渣,轻度,来源不明,优,否,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,5.839904327251087,5,5,8,5
豆制品/粮食发酵副产物,严重,来源不明,优,,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,6.27347335820837,5,5,8,5
中药残余废弃物,严重,明确可追溯,差,,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,5.8276561198526,5,5,8,5
花生壳/板栗壳,轻度,明确可追溯,良,,,1,1,高,低,材料主线,花生壳/板栗壳,优/良/差,11.417260902795604,5,5,8,8
中药残余废弃物,轻度,明确可追溯,优,,,0,1,高,中,材料主线,茶渣,优/良,6.2595871936936,5,5,5,8
茶渣,轻度,基本可追溯,差,是,,1,0,中,高,食品支线,茶渣,优,3.8207735241583927,5,5,2,5
花生壳/板栗壳,严重,明确可追溯,优,,,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,0.3140123463794927,5,5,5,5
中药残余废弃物,严重,明确可追溯,良,,,0,1,高,中高,食品支线,葡萄籽,优/良,0.12896805956131996,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,优,,否,0,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,7.238012847374418,5,5,8,8
茶渣,严重,明确可追溯,优,否,,1,1,中,高,食品支线,茶渣,优,0.12186356994763536,5,5,2,5
花生壳/板栗壳,严重,来源不明,良,,,0,1,中高,低,材料主线,柑橘皮/葡萄皮/猕猴桃副产物/脐橙副产物/水晶梨副产物/提取后残渣,优/良/差,6.175491076000638,5,5,8,5
茶渣,轻度,基本可追溯,差,否,,0,1,中,低,无害化兜底,柑橘皮/葡萄皮/葡萄籽/猕猴桃副产物/脐橙副产物/水晶梨副产物/混合果渣,差,4.504758567747898,8,8,8,5
茶渣,无,明确可追溯,差,否,,1,0,高,中,材料主线,茶渣,优/良,6.544930635948986,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,无,来源不明,差,,是,1,0,高,中,食品支线,柑橘皮/脐橙副产物/猕猴桃副产物/水晶梨副产物,优/良,6.695829134241944,5,5,5,8
茶渣,轻度,明确可追溯,良,是,,0,1,中高,中高,食品支线,豆腐渣为主/客家黄酒酒糟为辅,优/良,3.5628325072971387,5,5,5,5
果渣（柑橘/葡萄/猕猴桃等）,严重,明确可追溯,差,,是,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,5.618653404371261,5,5,8,5
中药残余废弃物,无,来源不明,优,,,0,1,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,5.103647925705573,5,5,5,8
豆制品/粮食发酵副产物,无,来源不明,良,,,0,0,中,高,食品支线,茶渣,优,0.3546731063098143,5,5,2,5
中药残余废弃物,严重,来源不明,差,,,0,0,高,中,材料主线,花生壳/板栗壳,优/良,2.696991200094036,5,5,5,8
中药残余废弃物,严重,明确可追溯,良,,,0,0,中,低,无害化兜底,茶渣,差,2.1270449045881854,8,8,8,5
花生壳/板栗壳,严重,明确可追溯,良,,,0,0,中,高,食品支线,茶渣,优,0.41518930190174663,5,5,2,5
豆制品/粮食发酵副产物,无,来源不明,优,,,0,1,高,中高,食品支线,葡萄皮/柑橘皮/脐橙副产物/猕猴桃副产物,优/良,4.873608680260256,5,5,5,8
豆制品/粮食发酵副产物,轻度,来源不明,良,,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,6.353056713217463,5,5,8,5
中药残余废弃物,严重,明确可追溯,优,,,0,1,高,中高,食品支线,葡萄籽,优/良,0.09377842318144447,5,5,5,8
花生壳/板栗壳,严重,来源不明,优,,,1,1,中,低,能源化利用,花生壳/板栗壳,差（优/良也可）,9.134159372339559,8,8,8,5
花生壳/板栗壳,严重,明确可追溯,良,,,0,1,高,低,材料主线,茶渣,优/良/差,6.740280134538977,5,5,8,8
果渣（柑橘/葡萄/猕猴桃等）,严重,基本可追溯,优,,否,0,1,高,中高,食品支线,葡萄籽,优/良,0.4097240021560945,5,5,5,8
果渣（柑橘/葡萄/猕猴桃等）,轻度,来源不明,差,,是,0,1,中,低,无害化兜底,茶渣,差,5.340346632194529,8,8,8,5
中药残余废弃物,无,基本可追溯,优,,,0,1,高,中,材料主线,花生壳/板栗壳,优/良,6.448384865458239,5,5,5,8
中药残余废弃物,轻度,来源不明,良,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,6.578379800863012,5,5,8,8
果渣（柑橘/葡萄/猕猴桃等）,严重,明确可追溯,良,,否,0,1,高,中,材料主线,豆腐渣/客家黄酒酒糟,良/差（优也可）,5.814702780986897,5,5,5,8
茶渣,轻度,来源不明,差,否,,0,0,高,中高,食品支线,葡萄籽,优/良,2.433632433029638,5,5,5,8
茶渣,无,来源不明,优,否,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,4.802517979683785,5,5,5,8
中药残余废弃物,轻度,基本可追溯,优,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,7.206070781149207,5,5,8,8
花生壳/板栗壳,严重,明确可追溯,差,,,1,1,高,低,材料主线,花生壳/板栗壳,优/良/差,10.802846307462028,5,5,8,8
中药残余废弃物,无,来源不明,良,,,0,1,高,中,材料主线,茶渣,优/良,5.90776918508967,5,5,5,8
茶渣,轻度,基本可追溯,良,是,,0,1,高,中,材料主线,花生壳/板栗壳,优/良,5.570376664586407,5,5,5,8
豆制品/粮食发酵副产物,无,明确可追溯,优,,,1,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,11.234904563933965,5,5,8,8
茶渣,严重,来源不明,差,是,,0,1,高,低,前处理稳定化,豆腐渣/客家黄酒酒糟,优/良/差,6.682275180681727,5,5,8,8
豆制品/粮食发酵副产物,严重,基本可追溯,优,,,0,1,中,高,食品支线,茶渣,优,0.29516825258734614,5,5,2,5
果渣（柑橘/葡萄/猕猴桃等）,无,明确可追溯,良,,否,0,1,高,中高,食品支线,葡萄籽,优/良,4.793344869594764,5,5,5,8
茶渣,无,基本可追溯,差,是,,0,1,高,低到中,材料主线,五指毛桃残余/布惊根残余/黄板树根残余/其他根茎木质型中药残余,优/良/差,5.2858848215889305,5,5,5,8
豆制品/粮食发酵副产物,轻度,明确可追溯,良,,,0,1,中,中高,农用资源化,五指毛桃残余/布惊根残余/黄板树根残余/其他来源明确且安全性较可控的中药残余,优/良,2.7811692517770314,5,5,5,5
中药残余废弃物,无,来源不明,差,,,0,1,高,低,材料主线,花生壳/板栗壳,优/良/差,7.011886352756062,5,5,8,8
中药残余废弃物,无,来源不明,优,,,0,1,中高,低,农用材料路线,花生壳/板栗壳,良/差（优也可）,5.950944159101289,5,5,8,5
